-4, -11, -11, -4, 11, 3, -1, -3, 16, 121, 121, 16, 121, 9, 1, 9, 
1, -3, 0, -11, -14, 10, -2, 0, 1, 9, 0, 121, 196, 100, 4, 0, 
-1, 0, 3, -4, -15, 0, 0, -1, 1, 0, 9, 16, 225, 0, 0, 1, 
-1, -1, 1, 4, 15, -6, 0, -3, 1, 1, 1, 16, 225, 36, 0, 9, 
-2, 2, -3, -6, -10, -3, -4, 0, 4, 4, 9, 36, 100, 9, 16, 0, 
-3, -10, -2, -2, -3, -12, -2, -2, 9, 100, 4, 4, 9, 144, 4, 4, 
1, -1, 0, 5, 15, 12, 2, 1, 1, 1, 0, 25, 225, 144, 4, 1, 
0, -1, 3, -2, 7, 10, -1, -2, 0, 1, 9, 4, 49, 100, 1, 4, 
0, 8, 5, 0, -5, -13, -2, -3, 0, 64, 25, 0, 25, 169, 4, 9, 
0, -3, -2, -3, -5, -1, -5, -1, 0, 9, 4, 9, 25, 1, 25, 1, 
-2, -11, -6, -4, 0, -10, -2, -2, 4, 121, 36, 16, 0, 100, 4, 4, 
-2, -1, -4, 0, -9, -14, -2, 1, 4, 1, 16, 0, 81, 196, 4, 1, 
0, 0, 1, -1, 2, 13, 0, 0, 0, 0, 1, 1, 4, 169, 0, 0, 
-3, 0, -2, 2, 2, -1, -5, -3, 9, 0, 4, 4, 4, 1, 25, 9, 
0, -1, -4, -3, -4, -3, 3, 2, 0, 1, 16, 9, 16, 9, 9, 4, 
-1, -1, -1, -1, -12, 2, 0, 0, 1, 1, 1, 1, 144, 4, 0, 0, 
-1, -2, 2, 1, 12, -13, -5, -2, 1, 4, 4, 1, 144, 169, 25, 4, 
-2, -2, -5, -2, 8, -3, 2, 0, 4, 4, 25, 4, 64, 9, 4, 0, 
0, 1, -2, -6, -17, 9, 1, -1, 0, 1, 4, 36, 289, 81, 1, 1, 
1, -3, 0, 3, 8, -2, -2, -2, 1, 9, 0, 9, 64, 4, 4, 4, 
-2, -7, 0, 0, 4, 2, -1, -2, 4, 49, 0, 0, 16, 4, 1, 4, 
-1, 3, 5, -5, -20, -14, -1, -1, 1, 9, 25, 25, 400, 196, 1, 1, 
-2, -4, -8, 5, 18, -3, -3, 0, 4, 16, 64, 25, 324, 9, 9, 0, 
-1, 0, -2, -7, -31, -10, -4, -3, 1, 0, 4, 49, 961, 100, 16, 9, 
-1, 13, 9, 7, 15, 15, 1, 1, 1, 169, 81, 49, 225, 225, 1, 1, 
-1, 2, -11, -4, 19, 11, -1, 0, 1, 4, 121, 16, 361, 121, 1, 0, 
-4, -19, -11, -6, -22, -36, -2, -2, 16, 361, 121, 36, 484, 1296, 4, 4, 
-1, 0, -3, -3, -5, -12, -2, 0, 1, 0, 9, 9, 25, 144, 4, 0, 
-3, -2, -4, -2, 8, 2, -5, -4, 9, 4, 16, 4, 64, 4, 25, 16, 
-1, 4, 8, -2, 1, 15, 2, 0, 1, 16, 64, 4, 1, 225, 4, 0, 
1, 0, 0, 1, 8, -8, -2, -1, 1, 0, 0, 1, 64, 64, 4, 1, 
0, 11, -4, -4, -3, 2, -1, -1, 0, 121, 16, 16, 9, 4, 1, 1, 
-2, -16, -6, -3, -9, -6, -1, 0, 4, 256, 36, 9, 81, 36, 1, 0, 
0, 2, 1, 2, 2, 2, -1, -2, 0, 4, 1, 4, 4, 4, 1, 4, 
-3, 1, -2, -5, -11, 0, -2, -3, 9, 1, 4, 25, 121, 0, 4, 9, 
-1, -2, 3, 5, 13, 10, 2, 0, 1, 4, 9, 25, 169, 100, 4, 0, 
1, 4, -1, -5, -14, -8, 1, 2, 1, 16, 1, 25, 196, 64, 1, 4, 
-3, -4, -3, 2, 3, 0, -4, -4, 9, 16, 9, 4, 9, 0, 16, 16, 
-3, 2, 3, 0, 2, 15, -1, -2, 9, 4, 9, 0, 4, 225, 1, 4, 
-1, -4, -4, -2, -1, -9, -6, -4, 1, 16, 16, 4, 1, 81, 36, 16, 
-1, -3, -2, 1, 5, 14, 3, 0, 1, 9, 4, 1, 25, 196, 9, 0, 
0, -5, -5, -3, -11, -10, -5, -2, 0, 25, 25, 9, 121, 100, 25, 4, 
0, 2, 3, -2, -1, -3, -3, -2, 0, 4, 9, 4, 1, 9, 9, 4, 
-3, -4, 0, -1, -5, -3, 5, -1, 9, 16, 0, 1, 25, 9, 25, 1, 
0, -4, -3, -3, 5, 2, -5, 0, 0, 16, 9, 9, 25, 4, 25, 0, 
-1, 0, -1, -3, -1, 1, 4, 0, 1, 0, 1, 9, 1, 1, 16, 0, 
1, 1, 0, -2, -4, 7, -9, -2, 1, 1, 0, 4, 16, 49, 81, 4, 
0, -4, -2, 3, 13, 5, -1, -1, 0, 16, 4, 9, 169, 25, 1, 1, 
-1, -1, 0, -4, -8, -2, 0, -1, 1, 1, 0, 16, 64, 4, 0, 1, 
0, 1, -2, 0, -4, -1, -2, -4, 0, 1, 4, 0, 16, 1, 4, 16, 
-1, -1, 1, -3, 2, -1, 6, 11, 1, 1, 1, 9, 4, 1, 36, 121, 
-4, -5, -6, -10, -19, 4, -11, -13, 16, 25, 36, 100, 361, 16, 121, 169, 
0, -1, -2, 9, 18, -14, 7, -2, 0, 1, 4, 81, 324, 196, 49, 4, 
-1, -2, -2, -1, 2, 6, -2, -1, 1, 4, 4, 1, 4, 36, 4, 1, 
0, -2, -1, 0, 7, 6, -1, -2, 0, 4, 1, 0, 49, 36, 1, 4, 
-1, 0, -2, -7, -15, -7, 1, 1, 1, 0, 4, 49, 225, 49, 1, 1, 
1, 2, -1, -3, -8, 6, 1, 9, 1, 4, 1, 9, 64, 36, 1, 81, 
-1, -2, -1, -3, -9, -7, -4, -1, 1, 4, 1, 9, 81, 49, 16, 1, 
0, -1, 0, -1, 0, -12, -12, -4, 0, 1, 0, 1, 0, 144, 144, 16, 
-2, -2, 0, 1, 12, 32, 12, 1, 4, 4, 0, 1, 144, 1024, 144, 1, 
0, -2, -2, -8, -10, -9, -13, -7, 0, 4, 4, 64, 100, 81, 169, 49, 
0, -2, -1, 8, 18, 6, 4, 2, 0, 4, 1, 64, 324, 36, 16, 4, 
-1, 1, -1, -2, -13, -5, 0, -3, 1, 1, 1, 4, 169, 25, 0, 9, 
-1, -2, -1, 0, 5, -6, -3, -3, 1, 4, 1, 0, 25, 36, 9, 9, 
-2, -2, -3, -2, -10, -5, -1, -4, 4, 4, 9, 4, 100, 25, 1, 16, 
0, -1, -1, -6, -5, 5, -6, 4, 0, 1, 1, 36, 25, 25, 36, 16, 
0, 0, -1, -1, -1, 8, 14, 1, 0, 0, 1, 1, 1, 64, 196, 1, 
0, -2, 0, 4, 10, -12, -2, -1, 0, 4, 0, 16, 100, 144, 4, 1, 
-1, -1, -2, -4, -2, 2, 1, -4, 1, 1, 4, 16, 4, 4, 1, 16, 
-1, -2, -3, -1, 4, 7, -6, -2, 1, 4, 9, 1, 16, 49, 36, 4, 
-1, -1, -2, -3, -20, -16, 3, 0, 1, 1, 4, 9, 400, 256, 9, 0, 
-2, -1, -1, 3, 20, 21, 0, -3, 4, 1, 1, 9, 400, 441, 0, 9, 
-2, -1, -1, -12, -55, -20, -8, 5, 4, 1, 1, 144, 3025, 400, 64, 25, 
1, -1, 0, 7, 48, 4, 16, -8, 1, 1, 0, 49, 2304, 16, 256, 64, 
-1, -1, -2, 1, 3, 1, -12, -2, 1, 1, 4, 1, 9, 1, 144, 4, 
0, 0, -3, -6, -14, -17, 9, 3, 0, 0, 9, 36, 196, 289, 81, 9, 
-1, -2, 0, 2, 4, -5, 1, 0, 1, 4, 0, 4, 16, 25, 1, 0, 
-1, -3, -1, -5, -18, -1, -2, -2, 1, 9, 1, 25, 324, 1, 4, 4, 
-3, 0, -3, -1, 4, 2, -3, -6, 9, 0, 9, 1, 16, 4, 9, 36, 
-1, -3, 0, 2, 5, 6, -4, 2, 1, 9, 0, 4, 25, 36, 16, 4, 
0, -1, -3, -1, 2, -6, -2, -1, 0, 1, 9, 1, 4, 36, 4, 1, 
-2, -3, -1, 2, 6, -7, -1, 1, 4, 9, 1, 4, 36, 49, 1, 1, 
0, 0, 1, 3, 15, 5, -6, -6, 0, 0, 1, 9, 225, 25, 36, 36, 
-1, -1, -2, -2, -15, -20, 2, -2, 1, 1, 4, 4, 225, 400, 4, 4, 
-1, 0, -1, 0, -2, 3, 4, 2, 1, 0, 1, 0, 4, 9, 16, 4, 
-2, -1, -1, -5, -13, -6, -8, -2, 4, 1, 1, 25, 169, 36, 64, 4, 
-2, 1, 1, -1, 0, 3, 0, 0, 4, 1, 1, 1, 0, 9, 0, 0, 
-1, -1, -1, 1, 8, -6, -6, 2, 1, 1, 1, 1, 64, 36, 36, 4, 
-1, -2, 0, 1, 11, 5, -3, -3, 1, 4, 0, 1, 121, 25, 9, 9, 
-2, -1, -2, -3, -12, -8, 1, -1, 4, 1, 4, 9, 144, 64, 1, 1, 
-2, -2, -2, -4, -3, 9, 4, -1, 4, 4, 4, 16, 9, 81, 16, 1, 
0, -1, -2, -3, -12, -9, 0, 2, 0, 1, 4, 9, 144, 81, 0, 4, 
-1, -2, -1, 0, 7, -2, -2, -3, 1, 4, 1, 0, 49, 4, 4, 9, 
-2, -1, -1, -5, -8, 13, -11, -1, 4, 1, 1, 25, 64, 169, 121, 1, 
-2, 0, -1, -4, -3, -27, 6, 2, 4, 0, 1, 16, 9, 729, 36, 4, 
0, 0, 0, 0, -2, -12, -10, 1, 0, 0, 0, 0, 4, 144, 100, 1, 
0, -1, -1, 2, 3, -12, 12, -1, 0, 1, 1, 4, 9, 144, 144, 1, 
-1, -2, -4, -7, -10, 22, 4, 2, 1, 4, 16, 49, 100, 484, 16, 4, 
-1, -1, -1, 1, -2, -6, -5, -6, 1, 1, 1, 1, 4, 36, 25, 36, 
-1, -1, 0, 2, 18, 3, -4, 6, 1, 1, 0, 4, 324, 9, 16, 36, 
-1, -1, 0, 0, 9, 20, -5, -2, 1, 1, 0, 0, 81, 400, 25, 4, 
-2, 0, -3, -7, -26, -17, 3, -1, 4, 0, 9, 49, 676, 289, 9, 1, 
-1, -1, -1, 1, -15, -15, -10, 0, 1, 1, 1, 1, 225, 225, 100, 0, 
-2, -1, -2, 1, 12, 17, -4, -5, 4, 1, 4, 1, 144, 289, 16, 25, 
-1, 0, -3, -1, -1, -6, -2, -3, 1, 0, 9, 1, 1, 36, 4, 9, 
-1, 0, 1, 2, 18, 33, -3, -1, 1, 0, 1, 4, 324, 1089, 9, 1, 
0, -2, -2, -3, -15, 0, 6, 0, 0, 4, 4, 9, 225, 0, 36, 0, 
-1, -3, -1, -4, -7, -6, -2, -2, 1, 9, 1, 16, 49, 36, 4, 4, 
0, -1, 1, 3, 10, 10, -1, -1, 0, 1, 1, 9, 100, 100, 1, 1, 
0, -2, -3, -1, -9, -20, 3, -2, 0, 4, 9, 1, 81, 400, 9, 4, 
0, 6, 2, -7, -9, 30, 3, -1, 0, 36, 4, 49, 81, 900, 9, 1, 
-1, -8, -6, 3, 16, 1, -4, -3, 1, 64, 36, 9, 256, 1, 16, 9, 
-3, -5, -2, -3, -6, -8, -3, -2, 9, 25, 4, 9, 36, 64, 9, 4, 
0, -1, 0, -4, -15, -13, 4, 0, 0, 1, 0, 16, 225, 169, 16, 0, 
-2, -2, 1, 1, -3, -24, -15, -1, 4, 4, 1, 1, 9, 576, 225, 1, 
0, 4, 0, -5, 6, 48, 6, 0, 0, 16, 0, 25, 36, 2304, 36, 0, 
0, 1, 3, 6, -5, -31, 0, -1, 0, 1, 9, 36, 25, 961, 0, 1, 
0, -2, -3, 3, 9, 16, 2, -1, 0, 4, 9, 9, 81, 256, 4, 1, 
-1, -1, 1, -7, -18, 2, -3, -4, 1, 1, 1, 49, 324, 4, 9, 16, 
-2, 1, 2, 2, 17, -7, 4, 1, 4, 1, 4, 4, 289, 49, 16, 1, 
-2, 0, -4, -7, -19, -4, -2, 0, 4, 0, 16, 49, 361, 16, 4, 0, 
-4, -1, 1, 1, 7, -2, -7, -1, 16, 1, 1, 1, 49, 4, 49, 1, 
0, -3, -3, 5, 26, 18, 5, 0, 0, 9, 9, 25, 676, 324, 25, 0, 
-3, -2, -3, -6, -28, -23, -7, -3, 9, 4, 9, 36, 784, 529, 49, 9, 
0, 0, -3, -5, -4, 8, 0, -2, 0, 0, 9, 25, 16, 64, 0, 4, 
-1, -2, -2, 0, 0, -14, -7, -2, 1, 4, 4, 0, 0, 196, 49, 4, 
-1, -2, -5, -3, 2, 15, 3, 0, 1, 4, 25, 9, 4, 225, 9, 0, 
-1, -2, -1, -2, -10, -18, 1, -1, 1, 4, 1, 4, 100, 324, 1, 1, 
-2, 1, 1, 4, 9, 9, -5, -2, 4, 1, 1, 16, 81, 81, 25, 4, 
-2, -2, -2, -3, -12, -9, -1, 0, 4, 4, 4, 9, 144, 81, 1, 0, 
-1, -4, -4, -3, 12, -1, -2, -2, 1, 16, 16, 9, 144, 1, 4, 4, 
0, 1, -1, -5, -17, 18, 1, 0, 0, 1, 1, 25, 289, 324, 1, 0, 
-3, -2, -3, -6, -20, -45, -4, -2, 9, 4, 9, 36, 400, 2025, 16, 4, 
2, 2, 4, 15, 45, 44, 4, 2, 4, 4, 16, 225, 2025, 1936, 16, 4, 
-2, -1, -2, 4, 7, 31, 5, 0, 4, 1, 4, 16, 49, 961, 25, 0, 
0, -1, -1, -1, -7, -12, -4, -2, 0, 1, 1, 1, 49, 144, 16, 4, 
-2, -4, -7, -15, -11, 17, 1, -1, 4, 16, 49, 225, 121, 289, 1, 1, 
0, 1, 0, -1, -4, -11, -2, -2, 0, 1, 0, 1, 16, 121, 4, 4, 
-2, -3, -4, -5, 11, -24, -4, -3, 4, 9, 16, 25, 121, 576, 16, 9, 
-1, -3, -2, -4, -23, 0, -1, 1, 1, 9, 4, 16, 529, 0, 1, 1, 
-1, -3, -2, 3, 11, 19, -2, -2, 1, 9, 4, 9, 121, 361, 4, 4, 
-3, -1, 0, 1, -3, -31, -2, 0, 9, 1, 0, 1, 9, 961, 4, 0, 
-1, 0, 2, 5, 0, 1, 1, -1, 1, 0, 4, 25, 0, 1, 1, 1, 
-1, -1, -4, -15, -13, -18, -2, -2, 1, 1, 16, 225, 169, 324, 4, 4, 
0, 0, 0, 2, 4, 2, -2, -1, 0, 0, 0, 4, 16, 4, 4, 1, 
-3, -4, -4, -7, -17, -13, -4, -4, 9, 16, 16, 49, 289, 169, 16, 16, 
0, -2, -1, 2, -7, -3, 0, 0, 0, 4, 1, 4, 49, 9, 0, 0, 
-1, -3, 1, 7, 8, -15, -3, -2, 1, 9, 1, 49, 64, 225, 9, 4, 
0, -1, 0, 1, 8, 4, 0, 1, 0, 1, 0, 1, 64, 16, 0, 1, 
0, -3, -3, -6, -3, 26, -1, -1, 0, 9, 9, 36, 9, 676, 1, 1, 
-2, -1, -1, 2, -4, 0, -2, -3, 4, 1, 1, 4, 16, 0, 4, 9, 
-1, 0, 2, 4, 9, -6, 0, 0, 1, 0, 4, 16, 81, 36, 0, 0, 
0, 1, -1, -3, -7, -3, 1, -1, 0, 1, 1, 9, 49, 9, 1, 1, 
-2, -1, -1, 1, -1, -15, -3, -1, 4, 1, 1, 1, 1, 225, 9, 1, 
0, -1, 0, -1, -11, -2, -2, -1, 0, 1, 0, 1, 121, 4, 4, 1, 
-3, -2, -3, 4, 13, -1, -2, -2, 9, 4, 9, 16, 169, 1, 4, 4, 
-1, 0, 0, 4, 17, 19, 2, -3, 1, 0, 0, 16, 289, 361, 4, 9, 
0, -2, -2, -2, -10, -21, -3, 1, 0, 4, 4, 4, 100, 441, 9, 1, 
-2, -3, -3, -12, -28, -30, 2, -2, 4, 9, 9, 144, 784, 900, 4, 4, 
1, 2, 1, 1, 5, 26, -2, -1, 1, 4, 1, 1, 25, 676, 4, 1, 
-1, -2, 1, 1, -6, -9, -3, -1, 1, 4, 1, 1, 36, 81, 9, 1, 
-1, 0, -3, -2, 6, 4, 0, -2, 1, 0, 9, 4, 36, 16, 0, 4, 
-1, -2, -2, -9, -27, -7, -1, -3, 1, 4, 4, 81, 729, 49, 1, 9, 
-1, -1, 3, 20, 32, -4, -2, -4, 1, 1, 9, 400, 1024, 16, 4, 16, 
-3, -3, -5, -11, -8, -10, 0, -3, 9, 9, 25, 121, 64, 100, 0, 9, 
0, -3, -3, -15, 0, 1, -6, -2, 0, 9, 9, 225, 0, 1, 36, 4, 
-1, -3, -2, -4, -3, -14, 1, 3, 1, 9, 4, 16, 9, 196, 1, 9, 
1, -1, -5, -31, -99, 5, 4, 2, 1, 1, 25, 961, 9801, 25, 16, 4, 
-2, 0, 3, 36, 88, -9, -6, -2, 4, 0, 9, 1296, 7744, 81, 36, 4, 
-3, -2, 1, 5, 18, 16, -1, -1, 9, 4, 1, 25, 324, 256, 1, 1, 
0, 0, -1, 3, -12, -27, -4, -1, 0, 0, 1, 9, 144, 729, 16, 1, 
0, -2, -1, 2, 10, 19, -1, -2, 0, 4, 1, 4, 100, 361, 1, 4, 
-3, -1, -5, -18, -35, -12, -2, -2, 9, 1, 25, 324, 1225, 144, 4, 4, 
1, 0, -1, -3, -9, 5, 1, 1, 1, 0, 1, 9, 81, 25, 1, 1, 
-1, -2, -2, 4, 18, 28, -2, -3, 1, 4, 4, 16, 324, 784, 4, 9, 
-2, 1, 1, 8, 9, -25, -2, -3, 4, 1, 1, 64, 81, 625, 4, 9, 
2, -2, -1, -15, -15, 14, 2, 4, 4, 4, 1, 225, 225, 196, 4, 16, 
-1, -1, 3, 23, 12, 3, -2, -1, 1, 1, 9, 529, 144, 9, 4, 1, 
-3, -2, -1, -4, 21, -5, -2, -3, 9, 4, 1, 16, 441, 25, 4, 9, 
-3, -3, -3, -4, -5, -23, -4, -5, 9, 9, 9, 16, 25, 529, 16, 25, 
-2, -2, -3, -1, 6, 9, 1, 2, 4, 4, 9, 1, 36, 81, 1, 4, 
-2, -2, -4, -13, -24, -4, 0, -6, 4, 4, 16, 169, 576, 16, 0, 36, 
0, 0, -1, -2, -14, -20, -3, 0, 0, 0, 1, 4, 196, 400, 9, 0, 
0, -1, -2, 3, 30, 3, -3, -1, 0, 1, 4, 9, 900, 9, 9, 1, 
2, 0, 1, 3, 9, 8, -1, 2, 4, 0, 1, 9, 81, 64, 1, 4, 
0, -1, -1, -10, -14, -6, 1, 0, 0, 1, 1, 100, 196, 36, 1, 0, 
-1, 1, -2, 9, 2, -1, 0, -5, 1, 1, 4, 81, 4, 1, 0, 25, 
1, 0, -3, -8, 0, 14, 4, 3, 1, 0, 9, 64, 0, 196, 16, 9, 
0, -4, -4, -7, -49, -18, -5, -1, 0, 16, 16, 49, 2401, 324, 25, 1, 
-1, -1, 0, 10, 40, -20, -2, -4, 1, 1, 0, 100, 1600, 400, 4, 16, 
-3, -3, 0, -3, 14, 16, -2, -5, 9, 9, 0, 9, 196, 256, 4, 25, 
-5, 0, 1, -6, -16, 12, 2, 0, 25, 0, 1, 36, 256, 144, 4, 0, 
-3, 0, -6, 3, -7, -8, 1, -2, 9, 0, 36, 9, 49, 64, 1, 4, 
0, -1, -1, -9, -11, -1, -1, 1, 0, 1, 1, 81, 121, 1, 1, 1, 
1, -3, -8, -3, 8, 2, -2, 4, 1, 9, 64, 9, 64, 4, 4, 16, 
3, 13, 12, 7, 9, -11, -2, 0, 9, 169, 144, 49, 81, 121, 4, 0, 
-4, -14, 3, -4, -9, 14, 1, 0, 16, 196, 9, 16, 81, 196, 1, 0, 
-3, 0, -12, 0, -3, -5, -1, -7, 9, 0, 144, 0, 9, 25, 1, 49, 
-2, -15, -6, -3, 18, 14, 1, 5, 4, 225, 36, 9, 324, 196, 1, 25, 
-3, -6, -4, 4, 24, 24, -8, 3, 9, 36, 16, 16, 576, 576, 64, 9, 
0, -7, -5, -2, -30, -24, 6, -2, 0, 49, 25, 4, 900, 576, 36, 4, 
-6, -1, -8, -2, 3, -24, -6, -2, 36, 1, 64, 4, 9, 576, 36, 4, 
0, 3, 4, -6, -13, 23, -1, -6, 0, 9, 16, 36, 169, 529, 1, 36, 
0, 10, 5, 1, 1, -13, 1, 0, 0, 100, 25, 1, 1, 169, 1, 0, 
1, 3, 6, 1, 5, -8, 0, -8, 1, 9, 36, 1, 25, 64, 0, 64, 
